anime_id,description
21018,"An anime adaptation of the manga which centers around Junichirou, a young man obssesed with manga, anime and games. He was a young genius who published papers in the journals Nature and Science when he was only 17. However, after graduating college, he became a NEET (Not in Education, Employment, or Training) absorbed in his anime blog. Unable to watch Kagami throw away his life, his sister Suzune gets him to work at the Ichou Academy she attends. The head of the school's board, Koyomi Hiiragi, assigns Kagami to his new life as a teacher.

(Source: Anime News Network)"
16774,"The story deals with those in this world who dwell in the dark, invisible to the naked eye. From time to time, these figures bare their fangs and attack people. Inferno Cop is a messenger of justice who came from the depths of hell to protect people from them.
(Source: Anime News Network)"
156040,"It’s one thing to get reincarnated as a righteous hero. It’s another thing entirely to get reincarnated as a villain! Our protagonist was just reincarnated into the body of Princess Pride Royal Ivy, the last boss and ultimate villain of her favorite otome game. But evil just isn’t her style, so she’ll use Pride’s powerful abilities to sow peace and love instead of discord! Can she change the fate of this vile villainess, or is her role in the story already rotten to the core?

(Source: HIDIVE)"
5940,"The knight Cecily wants to defend the weak, but her lack of skill makes her an unlikely heroine—until the blacksmith Luke comes to her aid, using magic to forge blades of supernatural strength. Cecily wields this sacred steel and charges forth to face a new threat; a cloaked fiend is unleashing demons upon the land, and though he lurks in shadows, the villain is closer than Cecily knows. 

(Source: Crunchyroll)"
182469,"To commemorate the 25th anniversary of the ONE PIECE TV anime: an animated adaptation of the ""ONE PIECE novel: Mugiwara Stories"". 

Two years after the Paramount War, the Straw Hats are about to reunite on the Sabaody Archipelago. At the same time, a girl who is head over heels for Nami is trying to hand a fan letter to her before the group leaves the island.
(Source: Crunchyroll)"
10578,"From the light novel series written by Minase Hazuki, comes a story of love, action, and comedy. Yachi Haruaki is a high school boy who is naturally resistant to curses. After his father sends him a mysterious black cube, Haruaki awakes to find a nude girl named Fear standing in his kitchen. She’s the human form of the cursed black cube – and an instrument of torture! Utilizing her special abilities, Fear fights alongside Haruaki to defeat other cursed instruments and their owners.
(Source: FUNimation)"
162002,"The man known as General within a villainous organization that plans to take over the world is usually fighting to the death against the Rangers who protect the Earth...

But today is his day off.

To heal his tired soul from working so hard every day, he goes to the zoo to see pandas and to the convenience store to get some ice cream.

We get to see how a certain villain gets to completely enjoy his days off to the fullest in this comedy that will heal your soul.

(Source: Crunchyroll)"
21555,"May 1, 1945. Berlin. As the Red Army raises the Soviet flag, a group of Nazi officers conduct a ritual using the slaughter in the city to bring back the LDO, supermen whose coming would bring the world's destruction. Their success remains unknown.

Present day. Suwahara City. Ren Fujii spends his days at the hospital due to a violent fight with his best friend, Shirou. He tries to value what he has left to him, but he is haunted by Shirou's words: ""Everyone who remains in this city eventually loses their minds.""  and a recurring dream of a guillotine, murderers, and the black clad knights pursuing them. (Source: Anime News Network, edited)

Includes episode 0."
97634,"After his mom wins a free vacation trip, Satoshi and Pikachu are off on another adventure. This time in the tropical land of Alola. There they meet new friends, Pokémon and explore new islands. 
We also get introduced to Z-Rings, a device used for Z-Moves. What kind of mysterious Pokémon and challenges will come their way, and why is Kapu-Kokeko so interested in our young trainer?!"
109946,"One last heist. That's what they all say, right? Just one final score, and everyone can retire and take up fishing. Thing is, the jails are filled with super villains who thought the same thing, and got busted. But the Heat's in a jam. He's run up the kind of gambling debt that - if he can't pay it back in cash - will be paid in blood. Nobody wants to see the most beloved supercrook of all time rubbed out by the mob - especially his biggest fan, Johnny Bolt. And Johnny's got a plan to help the Heat and make all his buddies disgustingly rich at the same time. Unfortunately for Johnny's recruits, they have to head to Spain and rob the world's most notorious super villain blind. And that's where things get tricky.

(Source: Millar World)"
8408,"Two extra DVD episodes of Durarara!!Episode 12.5
Happens between episodes 12 and 13. A UFO is supposedly spotted in Ikebukuro, but what is it really?Episode 25
Happens after episode 24, the final episode. Shizuo's brother hosts a TV special downtown, but his life is apparently in danger."
2402,"Joe, a teenage orphan in the slums of the Doya streets, meets Danpei, a homeless, alcoholic ex-boxing coach. Danpei, seeing Joe's boxing talent, decides to train him. When Joe is sent to a terrible juvenile home for petty crimes, he meets Rikiishi who becomes his boxing rival. Danpei arrives at the home to help Joe to train in order to defeat Rikiishi. When Joe decides to seriously pursue boxing, Danpei cannot get a coaching license because of his reputation as a drunk. 
(Source: AnimeNfo)"
173533,"The sequel to the 'Final Season' story arc of the Monogatari series.

From the past to the future, their story continues. 

Now that he has graduated from high school, Koyomi Araragi’s story ends here. His story is truly over now, but the stories of the girls Koyomi saved - their stories - are not over yet.

This is the prequel or sequel to their stories and their struggles.

(Source: Monogatari Series USA Official Website)"
21088,The third season of Yuru Yuri  continues following four girls who take over the former room of a tea ceremony club for their own amusement.
131150,"Solar calendar year 2020: grotesque organisms called Others have begun eating people. To take down this new enemy, the Other Suppression Force is formed. Saved by this elite team as a child, psychokinetic Yuito withstands the training to enlist. On the other hand, prodigy Kasane was scouted for her abilities. But Kasane’s dreams tell her strange things, dragging the two into an unavoidable fate.

(Source: Funimation)"
154982,The second season of Gokushufudou.
6372,"The intrigue goes international in The King of Eden, a feature-length conspiracy thriller that continues the action of Eden of the East. The deadly game that began in Japan now intensifies on the streets of New York City. The rules are the same: do whatever it takes to win. Die if you lose.
Takizawa prevented Japan's destruction - and then he vanished. Six months later, clues lead Saki to the Big Apple in search of her missing friend. Meanwhile, the remaining Selecao are plotting their final move. Some of them would prefer Takizawa dead and out of the way. Some might even be willing to help him achieve his goals. Unfortunately, some are prepared to destroy everything if it means claiming checkmate in Mr. Outside's puzzling game.
(Source: Funimation Entertainment)"
117757,"The story centers around girls who compete in sport climbing, particularly climbing artificially constructed walls. First-year high school student Konomi Kasahara discovered this sport at Hanamiya Girls' High School after training her mind with puzzle games during junior high school.

(Source: Anime News Network)"
856,"Everything about him is shrouded in mystery. The mask he can't remove. The past he can't unravel. And the very survival of the people who have chosen him as their leader. But what Hakuoro does know is this: he was gravely injured and left for dead in a forest. A kind young girl named Eluluu found him and nursed him back to health. He was welcomed into a barren land where strange creatures roam, an angry god seeks vengeance, an oppressive government slaughters the innocent, and a bloody war looms on the horizon. Will the masked hero liberate the people who saved him? Can he unlock the memories that elude him? Or will he remain a stranger even to himself? 
(Source: Funimation)"
21691,OVAs bundled with the 18th and 19th volumes of the Shokugeki no Souma manga.
125446,"The curtain rises on the Kouka School of Musical and Theatrical Arts. Spotlight on Sarasa Watanabe, a starry-eyed 5'10"" student who dreams of performing as Oscar, a male lead role. She forms an unlikely friendship with her new roommate, a former idol who now also hopes to join the all-female Kouka Acting Troupe. Together, they’re in for the role of a lifetime.

(Source: Funimation)"
14407,"Terrible creatures lurk in the dark, preying on those who wander into the hidden hour that lies between one day and the next—the Dark Hour. A secret school club known as SEES defends humanity from horrors and disasters while working to solve the mystery of the Dark Hour once and for all.
A movie based on the 2006 RPG Persona 3, announced at the end of the Persona 4 movie, The Factor of Hope."
128740,"Taking place in-between the final two episodes of Nanatsu no Taizai: Fundo no Shinpan, Meliodas and his friends jump back into action when the new era of peace is threatened by a powerful magical alliance that could spell the end for all. The original film also adapts the manga's last chapter."
740,"The season is divided into two arcs.
The first arc shows Usagi and Co. having their memories restored from the first season. Their enemies are a pair of aliens, Ail and Ann, who are seeking human energy to restore their life tree. Mamoru had yet to recover his memories and he appeared as the Moonlight Knight rather than Tuxedo Kamen. This arc only lasted for 13 episodes. 
The second arc introduces Chibi-Usa, a little girl from the future who is searching for the Silver Crystal. The new enemies are the Black Moon Clan, comprising of the Ayakashi sisters (Cooan, Beruche, Karaberas, and Petz), Rubeus, Safir, Esmeraude, Prince Demando, and Wiseman. They too want the Silver Crystal so that they can take over the future. The Sailor Senshi's adventure continues..."
134131,"Freedom of expression is threatened when a mysterious group, the SSC, destroy Japan’s otaku culture. However, a young revolutionary, Otaku Hero—who loves the culture more than anything—rises up. With the help of three rambunctious magical girls—Anarchy, Blue, and Pink—they’ll team up to create a world free of this oppressive rule. Be part of the rebellion to bring back fandom!

(Source: Crunchyroll)"
108987,"In the distant future, humankind lives shoulder-to-shoulder in a cramped ""Colony"" divided by bedrock. Outside the colony extends a dangerous undeveloped area known as ""The Labyrinth."" Those who risk their lives to explore the Labyrinth and mark undeveloped areas are known as ""Markers."" Memempu is a young girl who wants to become a Marker, and Gagumber is a man who quit being a Marker. This rag-tag father and daughter team are about to take on the Labyrinth! ""If there is no path, then dig one!

(Source: Crunchyroll)

Note: Episode 1 had an early screening during Virtual Crunchyroll Expo 2021 on August 5, 2021."
97981,"Young Mary follows a mysterious cat into the nearby forest and discovers an old broomstick and a strange flower, a rare plant that blossoms once every seven years. Together, the flower and the broomstick whisk Mary above the clouds, and far away to Endor College – a school of magic run by headmistress Madam Mumblechook and the brilliant Doctor Dee. But there are terrible things happening at the school, and when Mary tells a lie, she must risk her life to try and set things right.

(Source: Altitude Film Entertainment)"
146646,"The second season of Hanma Baki. 
In Hanma Baki’s first season, the fighter Baki — the strongest high schooler in the land — trained in a prison against fellow inmates, defeating a giant praying mantis and formidable opponents like Biscuit “Mr. Unchained” Oliva and Jun “Mr. Second” Guevaru. Now, Baki is back and gearing up to battle Pickle, a perfectly preserved prehistoric man so powerful, he once preyed on dinosaurs. If Baki can take down Pickle, his final matchup will be with his all-powerful father, Yujiro Hanma.
(Source: Netflix)"
17831,"Harumi Kazuhito could spend days at a time with his head buried in his beloved books, and little would make him happier than perusing the pages of his favorite author. Unfortunately, when Harumi gets himself killed, he inexplicably finds himself reincarnated as a dog… which might not be so bad if he could read, or his new owner didn't have the unfortunate twin predilections of playing with scissors and tormenting her new pet! But what truly makes this strange reincarnation the worst of all possible worlds is that she's also his FAVORITE AUTHOR! The horror! Can Harumi find a way to live with this tantrum throwing typist, or will her crazed clippings prove to be his undoing? Can he escape her constant hounding via the doggy door, or is he barking up the wrong tree? There's a rough, rough time ahead as canine compulsive readers and literary she-wolves get snippy with each other when doggies do what they gotta do!

(Source: Sentai Filmworks)"
906,"The Z Warriors discover an unopenable music box and are told to open it with the dragon balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.

(Source: Anime News Network)"
103276,"The wandering knight, Bedivere, reaches the end of his journey.

The year is A.D. 1273 in Jerusalem.

The Holy Land has been transformed into a massive desert, the people have been forced out of their homes, and three major powers wage war with each other in this wasteland. The Knights of the Round Table come together to protect the Holy City and their Lion King. With the whole of his kingdom summoned into a strange land, Ozymandias, the Sun-King, quietly plots against the tyranny of this bizarre realm.

The mountain people, protectors of those who were stripped of their land, await their chance at rebellion. In order to fulfill his mission, Bedivere heads for the Holy City where the Lion King rules. There he meets humanity’s final Master, Ritsuka Fujimaru, who has come to Jerusalem, accompanied by his Demi-Servant, Mash Kyrielight, in their quest to restore human history.

Bedivere joins with Fujimaru and his companions to undertake this quest.

(Source: Official Website)"
102649,"In the winter of 2117, a runaway vehicle crashes into the Public Safety Bureau Building. The driver is identified as Izumi Yasaka, a psychological counselor at the Sanctuary, a Latent Criminal Isolation Facility in Aomori Prefecture. But right before her interrogation, Inspector Mika Shimotsuki and Enforcer Nobuchika Ginoza are tasked with promptly escorting Yasaka back to Aomori. What awaits them there is a false paradise.

(Source: Official Website, translated by Edo)"
5678,"Sweet and naïve Hanato Kobato came to Earth on a mission to collect and fill a bottle with 'konpeito,' which appear after healing a person's heart that is suffering. Kobato collects these because it is her wish to go to a certain place. Despite her strangeness, Kobato turns out to be well-suited for this mission as her heartfelt sincerity in helping others earns her the love and admiration of everyone she meets. However, she is not allowed to fall in love with anyone whose heart she heals.
[Written by MAL Rewrite]"
138714,"A young orphan named Biwa is taken in by the powerful Taira Clan—also known as the Heike—after their leader witnesses her extraordinary psychic abilities. Unfortunately, what she predicts is a future of bloodshed, violence, and civil war. Inspired by the 12th-century epic tale Heike Monogatari.

(Source: Funimation)"
20526,"When an eclipse occurs, the sun remains dark in one area. The mushi expert Ginko must come and determine how to return the sun to the village before their crops die. The secret seems connected to twin girls who live nearby.

(Source: Anime News Network)"
8277,"The story takes place in Japan in the early 21st century, in an alternate reality where the Tokugawa Shogunate has remained in power. In this reality, student councils are tasked with oppressing schools. Yagyuu Muneakira is a high school student who rebels against his student council with the help of girls who've had the names of famous samurai heroes passed on to them."
169,"Shiki Tohno sustained a life threatening injury as a child, and due to that incident he was sent away from the Tohno household and was given to a relative to be raised. Years later, when Shiki is in high school, the head of the Tohno household—his father—dies, and he is ordered to move back in by his sister Akiha, who is the new head of the household. However, Shiki holds a huge secret. Ever since that injury, he has been seeing lines on objects, and only with a special pair of glasses is he able to stop seeing them. Also he is unable to remember anything well from the time before his accident. The day he moves back to the Tohno household is the day he stumbles upon a woman named Arcueid Brunstud and decapitates her with one stab of his knife in a temporary fit of insanity. When she suddenly showed up beside him later alive and well, and ask him to be her bodyguard, Shiki's journey to unravel the mysteries of his past begins.

(Source: Anime News Network)"
21064,"Arata is set to be expelled! The only way to save himself is to be taught more about the magic archives from the Trinity Seven themselves.

Bundled with limited edition of the 11th compiled volume of the manga."
10079,"Kazuma has moved to a small town in the country. On his first day at school, he meets Ui when he is lost his way. They go to school together, but Kazuma accidentally slips and kisses Ui.... To make matters worse, Ibuki, Ui's close friend, sees it.... Well, what will happen to his new school life...?
(Source: ErogeShop)"
98656,Sequel movie to Yuri!!! on Ice.
112153,"Pokémon Trainer Satoshi has a new plan: see the world! But first, he and his partner Pikachu are headed to the opening of the Sakuragi Institute, a research facility dedicated to uncovering the mysteries of Pokémon in every region. Satoshi meets Gou, another boy with boundless curiosity about Pokémon, and both are overjoyed when Professor Sakuragi asks them to become official research fellows. With Satoshi as determined as ever to become a Pokémon Master, and Gou aiming to catch one of every Pokémon (including the Mythical Mew), our heroes are in for adventure and excitement as they explore the wide world of Pokémon!

(Source: Pokémon TV)

Note: Episode 119, 121, 126 and 128 are recap episodes that did not air outside of Japan."
15911,"Everyone knows you can learn a lot on the internet, and some of it is even true. But if you want to know what's REALLY going on and important, then there's just one place to go: the computer club!

Okay, so maybe it's not the club itself, but the three girls you're most likely to find there. And maybe they do spend more time chatting about their social lives and debating things like the virtues of ketchup versus mayonnaise than they do learning about the ins and outs of a keyboard, but whatever they're up to, it's sure to put a smile on your face.

(Source: Sentai Filmworks)"
21516,"During the construction of the Kurobe Dam, an ancient artifact was discovered, and so the United Nations Kurobe Research Institute was established. Intellectuals from all over the world gathered to study the object, and the children of those researchers attend Mt. Tate International Senior High School, including the institute head's daughter, Yukina Shirahane. In the summer of 2016, a lone samurai once again awakens!

(Source: Pony Canyon USA)"
97875,"The gang is back to their usual antics and things have returned to normal in Nanba prison. However, the status quo is upset when a former guard turned inmate enacts a plan of his own.(Source: Anime News Network)"
903,"After his loss to Goku, Broly crash lands and hibernates on earth. After some time, he is awakened by Trunks and Goten, who Broly believes is Kakarott, and goes on a rampage to kill both of them. At the same time, Gohan is on his way to challenge the Legendary Super Saiyan alone."
21631,"Souta Tawara is a web designer working in Tokyo. When he visits his family's Udon place in his hometown Kagawa Prefecture, he discovers a young boy. Upon confronting the boy, Souta soon learns his secret and decides to quit his job in order to take care of the boy, Poko. The daily adventures of the two slowly enfold as Poco energetically navigates his way through Kagawa, the ""Udon Kingdom,"" along with Souta."
20634,"The story follows Hime Arikawa, a boy who is being chased down by scary people. However, he is rescued from danger by the girls in his school's student council — 18-Kin-san, President Unko, and Beru-senpai. The student council will assume Arikawa's debt under one condition: ""As the student council's dog, you will spend your high school life in women's clothes."""
20869,Specials bundled with the DVD/BDs.
14751,"Tsukino Usagi is a clumsy crybaby, but otherwise very cheerful 8th grade student. One day she meets a cat named Luna with a crescent moon on her head, and is transformed into the sailor-suited guardian of love and justice, Sailor Moon! As a chosen guardian of justice, Usagi has a mission … to find her comrades; to find the Phantom Silver Crystal; and protect the Princess. However, Queen Beryl of the Dark Kingdom also seeks the terrible power of the Silver Crystal, and sends her agents into the city where Usagi lives; triggering the start of a fierce battle.

Will Sailor Moon be able to find the other Sailor Guardians, and if she does, together can they find the Phantom Silver Crystal and protect the Princess?!"
155657,"In a seemingly ordinary rural town, something strange is happening to the residents. But Shizuru Chikura is more concerned for her missing friend. Determined to find her, Shizuru and three other girls board an abandoned train and travel to the outside world, unsure if they’ll make it back alive. As they venture toward the unknown, the question looms: What awaits them at the final stop?

(Source: Crunchyroll)"
104461,"The Outdoor Activities Club, Aka, the Outclub has 3 members. In the countryside of Yamanashi Prefecture, there’s a high school named Motosu High School. Go even further to one of the school buildings and you’ll find a very laid-back outdoor club that uses one corner of the classroom as their club room. Kagamihara Nadeshiko finally wants to kill some time in their club room, but then Ohgaki Chiaki and Inuyama Aoi suddenly announce that they’re all going on a trip. The girls enjoy the various local treats as they travel around, but where in the world is the end destination for this trip?!

(Source: Crunchyroll)"
98153,"Nagito Komaeda wakes up after experiencing death in the Neo World Program. What kind of world is he seeing and why did he wake up?

Nagito appears to be in a strange world, including students who have been seen before as well as people who never existed. He is an ordinary boy with no Ultimate Luck, attending an ordinary school. Constrained by being the protagonist, he thinks that having a big talent would interrupt his happiness. He believes that living an ordinary life, being moderately happy, while watching his classmates have a normal youth is what's wonderful.

However, one day, a boy calling himself ""The Destroyer of the World"" appears, having the form of red-eyed Hajime Hinata. He begins the destruction of Nagito's world...

(Source: Danganronpa Wikia)"
174043,"Two centuries have passed since a hero defeated the evil Jaryu and saved the world. In one of the many dungeon cities, Raust, a healer scorned and cast out of his party for being too weak, struggles to find his place. Amidst despair, he meets martial artist Narsena, who invites him to form a new party together. With a fresh start and renewed motivation, the two begin their journey to greatness.
(Source: Crunchyroll)"
170206,"When girl meets boy, love takes off...


Scott Pilgrim meets the girl of his dreams, Ramona Flowers, but learns he must defeat her seven evil exes in order to date her. Then things get even more complicated. Based on the graphic novels by Bryan Lee O'Malley. 

(Source: Science Saru, Netflix)"
9074,"In the dry riverbed of Arakawa River, undefeated elite Ichinomiya Kou (aka Ric) met the lovely homeless girl Nino, a self-declared Venusian. Their awkward love stirs up trouble among the other strange inhabitants of the riverbed.

(Source: Anime News Network)"
400,"Gene Starwind is a jack-of-all-trades responsible for odd jobs and bounty hunting with his partner, Jim Hawking. Stuck on a rundown planet, he’s going nowhere fast. But when a bodyguard job goes sideways, he finds himself the proud owner of the Outlaw Star and on an adventure to find the mysterious Galactic Leyline. Facing pirates and dangers galore, can he survive the journey through space?

(Source: Crunchyroll)"
9926,"Onodera Ritsu has just transferred from his father's publishing company to Marukawa Shoten. Assigned to the shoujo manga division, he crosses path with the person he'd least expected to meet. Takano Masamune is the editor-in-chief of the division Ritsu's been assigned to, and the two seem get off on the wrong foot right from the very start when Takano unexpectedly kisses him. However, there is more to than what meets the eye: Takano is actually Saga, Ritsu's senpai and high school love, whom Ritsu had thought to have played him for a fool by taking his affections for granted when he confessed and summarily dumped him."
18893,"In the story, a Fleet of Fog loaded with super weapons suddenly appear all over the world. Without the ability to withstand this fleet, humanity was defeated and could no longer travel the seas. 17 years after the devastating naval war, Chihaya Gunzou and his friends somehow commandeer a Fleet of Fog submarine and rename it I-401. Together with Iona, they take on the Fleet of Fog.

(Source: Anime News Network)"
617,"Jubei Kibagami has always been the master dealer of death, but in rescuing a ninja woman from a monster he sets loose a chain of events that puts death in his own veins and sends them on a nightmarish odyssey through a surreal and devil infested ancient Japan. How do demonic possessions, an annihilated village and a man Jubei thought safely buried in his past all connect? If Jubei can't piece the blood-soaked clues together, his only consolation will be that he won't live to regret it for very long! Prepare your mind and steel your gut for the insanely gore-packed orgy of violence that still stands alone and unchallenged as the ultimate anime action feature.

(Source: Sentai Filmworks)"
48,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, he is suspected to be a hacker of the Crimson Knights, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.
As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a 'guardian', which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.
[Written by MAL Rewrite]"
113417,"""Brother, are we really taking a bath together?""

And so, a forbidden bathing experience began. Me, my sister, and childhood friend—one man and two women—are sharing one bath. After involuntarily ""overflowing,"" the sister's secret love come out?!

This is a young romantic comedy that won't let you say, ""it's over!""

(Source: Official Site)"
19363,"As the new semester begins at Ooezo Agricultural High School, Hachiken is now used to the tough lifestyle of a rural, agricultural high school. While Hachiken still wonders what he will do in the future, he continues to discover both the harsh and the beautiful realities of the countryside.

(Source: Anime News Network)"
143064,"Endo and Kobayashi love to bicker about their latest video game fixation. They think they're simply providing color commentary, but one of the game’s characters, Siegwald, can hear them talking about his fiancée, the villainess Lieselotte!

(Source: HIDIVE)"
21348,"In this episode, which takes place after the first season, Hinata and Kageyama fail a test and find that the make-up exam conflicts with their training camp.

Note: The OVA was screened at Jump Festa 2015 on November 3, 2015. It was later bundled with the 21st volume of the manga.

(Source: Hummingbird)"
101992,"The next piece begins! Kumiko is now in her second year at Kitauji High School, and with a new year comes new problems. As if making it to Nationals wasn't hard enough, Kumiko is tasked with mentoring the concert band's troublesome first years – each with their own distinct personality and problems to solve. With Kumiko busy juggling both the concert band and her new role as senpai, how does her relationship with Shuuichi fit into the picture?

(Source: Shout! Factory)"
2596,"In an isolated region of Kyushu lies the town of Suiten.  Though seeming small and modest, Suiten is not a picturesque place for a vacation, unless it is from the “Unseen World”.  Taro, Makoto and Masayuki, three boys with traumatic pasts, learn to let their souls cross between the two parallel worlds.  However, the Unseen World is no mere copy of the real Apparent World.  The Unseen World is the home of ghosts, but changes are now allowing the souls of the dead to pass over into the Apparent World, with unpredictable effects.  Follow the journey of Taro, Makoto and Masayuki, as they cross between the two worlds, trying to unravel a great mystery. 
(Source: Sentai Filmworks)"
163327,"During summer break Fuutarou takes a break from being the tutor to the Nakano sisters to focus on his own entrance exams. The girls, who are missing him, suddenly get a surprise call from Fuutarou…(Source: Crunchyroll, edited)

Note: The anime was pre-screened in Japan theatrically for 3 weeks on July 14, 2023 before being aired as a two-part special on September 2/9, 2023."
14355,"Aoi prefers indoor hobbies and is afraid of heights, but her childhood friend Hinata loves to show off her passion for mountain climbing. As young children they once watched the sunrise from the top of a mountain, and now they've decided to take up mountain climbing in hopes of seeing that sunrise again. They have cooking battles with mountaineering gear, climb small hills in their neighborhood, and meet new mountaineering friends as they learn the ropes of the hobby. When will they finally see that sunrise again?
(Source: Crunchyroll)"
87517,"Hinako is poor at speaking and lives in a rural part of Japan. She wants to improve her speech to be able to talk to people freely, so in high school, she transfers schools to Tokyo and plans to join a theater club. When she arrives, it turns out her boarding house is a secondhand bookstore, and a girl who eats books lives there.

(Source: Anime News Network)"
178789,The third season of Mushoku Tensei: Isekai Ittara Honki Dasu.
15117,"It is summer break and Keima intends to spend all his time on video games. An old acquaintance, the timid girl Tenri, comes back into the neighborhood - and apparently has a lost soul inside her. It is up to Keima and Elysia to unravel the secrets of her heart.
(Source: Anime News Network)"
21573,Unaired anime episode bundled with the limited edition of High School DxD DX.2.
162144,"Making up for her sins in a past life as the evil princess Elise, Aoi Takamoto dedicates her life to saving people as a doctor. But a fatal accident cuts her atonement short and suddenly she’s back to her previous life, 10 years before her death! Will her foresight and medical brilliance help her change her past ways and heal an ailing empire, or is fate doomed to repeat itself?

(Source: Crunchyroll)"
15119,"Super cute Asuka and her curvy companions appear to be your typical high school students, but they’ve got an outrageous secret: they’re learning the wild ways of the ninja! Get a lesson in action, naughtiness, and sexy slapstick fun as Asuka's gang takes on the toughest (and hottest) fighters in town! Fan service fanatics won’t want to miss a minute! 
(Source: Crunchyroll)"
20827,"At some point, somewhere in outer space, the small planet Kumalia exploded. As the particles of what used to be Kumalia showered upon Earth as a meteor shower, for some reason all the bears on earth stood up to attack humanity! In due time, a great ""Wall of Extinction"" was built between humans and bears, and they could no longer show aggression towards one another... One morning, Kureha Tsubasa and Sumika Izumino were alone watching lily flowers blooming. Just then, a Bear Warning pierces loudly through the air! Mystery brings on more mysteries, a series of one raging blow after another!

(Source: Crunchyroll)"
15,"Welcome To the Gridiron of the Damned!   Huge hulking bodies throw themselves at each other, while a tiny lithe body runs between them for the goal!  No, it’s not a game of football, it’s Sena Kobayakawa trying to evade the monstrous Ha-Ha brothers down the halls of Deimon High School!  But wait!  Sena’s incredible skills at not getting caught have been spotted by the devilish (possibly actually demonic) captain of the school’s embryonic American style football team, and when Sena asks to be the teams manager, he gets  thrust onto the field as a running back instead!  But there are two BIG catches: first, to keep the identity of their new “star” player an absolute secret, Yoichi makes Sena wear an opaque visor on his helmet and gives him the alias of “Eyeshield 21.”  And the second catch?  Well, in order to hit his fastest “speed of light” running mode, Sena usually has to be absolutely terrified. Not that THAT will be a problem with the monstrous players that he’ll soon find himself running from!  The insanity hits the streets when the feet meet the cleats in EYESHIELD 21! 
(Source: Sentai Filmworks)"
12565,Fate/Prototype is a digest version of Nasu's original concept for Fate/stay night.
97,"It's the dawn of the Golden Age of Aviation on planet Prester, and retro-futuristic sky vehicles known as vanships dominate the horizon. Claus Valca – a flyboy born with the right stuff – and his fiery navigator Lavie are fearless racers obsessed with becoming the first sky couriers to cross the Grand Stream in a vanship. But when the high-flying duo encounters a mysterious girl named Alvis, they are thrust into the middle of an endless battle between Anatoray and Disith – two countries systematically destroying each other according to the code of chivalric warfare. Lives will be lost and legacies determined as Claus and Lavie attempt to bring peace to their world by solving the riddle of its chaotic core.

(Source: Funimation)"
119113,Movie compiling the first 3 seasons of Shingeki no Kyojin.
101350,"What if someone was able to reach into your mind and change your memories? To alter your perceptions, see things that aren't there, and remember events that never happened? You could drive off a cliff believing that you were still on the road, or commit murder without knowing what you had done. Now imagine being one of the people born with this ability. Knowing how easily our entire world can be taken apart, would you accept orders to manipulate others?

That's the conundrum that Hiroki, Satoru and Tsukasa find themselves in as they're employed as psychic hitmen and enforcers by a mysterious agency. Or, at least, that's what might be happening. Because they themselves are almost certainly being manipulated, and the concepts of truth and reality cease to have meaning when you're one of the terrifying beings known as a pet.

(Source: Sentai Filmworks)"
21578,"The anime centers on two boys who were never meant to meet: Tsukushi Tsukamoto, who has no special skills but secretly hides a passionate heart, and Jin Kazama, an isolated soccer genius. On a stormy night, the two meet, and that meeting creates a whirlwind in the world of high school soccer.

(Source: Anime News Network)"
10798,"He pursues his job as the ""Last Great Detective"". Others call him the ""Defeated Detective"". What's certain is that he's Shinjurou Yuuki, a young man with a passion for mysteries and a talent for solving them that has made him the target of dark forces now stirring within the sinister underworld of a near future Tokyo. That could prove lethal, given that not even the other ""good guys"", including the police, are exactly on Shinjuro's side. Fortunately Yuuki's not completely on his own, and with the aid of his uniquely talented associate Inga, he's ready to cut a swath through the veils of secrecy that have been laid before him. 

Get ready for mind against matter and a lot of cloak and dagger as the ultimate battle of clue and deduction begins in UN-GO! 
(Source: Sentai Filmworks)"
14669,"Ichirou Satou once lived a life of adolescent delusion as the great “Maryuin Koga.” Bullied by his peers and shunned by his classmates, Ichirou transferred schools in an effort star anew. But when he encounters a girl in a blue cape claiming to be an otherworldly researcher, it seems like his fresh start won’t be as easy as he thought. Although Ichirou tries his hardest to avoid this girl, he soon finds himself defending her as he attempts to bring her back down to the real world.

(Source: Sentai Filmworks)"
170938,"An evil organization invades and destroys everything in its path. The brains of the brutal operation is the king’s right-hand man, an evil lieutenant named Mira. Everything changes when a magical girl named Byakuya Mimori tries to stop the evil group in their tracks. When Mira confronts her, he knows it’s love at first sight. What will become of Mira and Byakuya, stuck between orders and love?

(Source: Crunchyroll)"
